年份,地区,地区生产总值(万元),人均地区生产总值(元),户籍人口(万人),city_name,year_now,city_new_comp_cnt_now,year_last,city_new_comp_cnt_last,yoy_gr,city_idx,year
2020.0,安庆,24680000.0,58684.0,527.5,安庆,2021,46676,2020,48302,-3.366320235186948,100,2020.0
2021.0,安庆,26570000.0,63707.0,526.0,安庆,2022,59207,2021,46676,26.846773502442375,100,2021.0
2019.0,安康,11820000.0,44241.0,304.0,安康,2020,33161,2019,28867,14.875116915509068,273,2019.0
2020.0,安康,10890000.0,43378.0,303.0,安康,2021,35813,2020,33161,7.99734628026898,273,2020.0
2021.0,安康,12090000.0,48687.0,302.0,安康,2022,31821,2021,35813,-11.146790271689056,273,2021.0
2019.0,安阳,22290000.0,43003.0,629.0,安阳,2020,51719,2019,49606,4.259565375156238,149,2019.0
2020.0,安阳,23000000.0,42185.0,630.0,安阳,2021,62714,2020,51719,21.25911173843269,149,2020.0
2021.0,安阳,24350000.0,44690.0,631.0,安阳,2022,112815,2021,62714,79.88806327135887,149,2021.0
2019.0,安顺,9240000.0,39177.0,307.0,安顺,2020,22270,2019,26564,-16.16473422677308,247,2019.0
2020.0,安顺,9670000.0,39161.0,307.0,安顺,2021,24400,2020,22270,9.56443646160754,247,2020.0
2021.0,安顺,10790000.0,43763.0,307.0,安顺,2022,32383,2021,24400,32.71721311475411,247,2021.0
2019.0,定西,4160000.0,14746.0,304.0,定西,2020,22670,2019,18366,23.434607426766863,284,2019.0
2020.0,定西,4410000.0,17430.0,303.5,定西,2021,22306,2020,22670,-1.605646228495805,284,2020.0
2021.0,定西,5010000.0,19915.0,303.0,定西,2022,23397,2021,22306,4.891060701156635,284,2021.0
2019.0,宜宾,26020000.0,57003.0,552.0,宜宾,2020,54748,2019,39603,38.242052369769965,237,2019.0
2020.0,宜宾,28020000.0,61182.0,551.0,宜宾,2021,55916,2020,54748,2.133411266164975,237,2020.0
2021.0,宜宾,31480000.0,68481.0,550.0,宜宾,2022,47905,2021,55916,-14.326847413978106,237,2021.0
2019.0,宜昌,44610000.0,107830.0,391.0,宜昌,2020,45156,2019,51962,-13.098033178091685,172,2019.0
2020.0,宜昌,42610000.0,104807.0,389.5,宜昌,2021,102938,2020,45156,127.96084684205864,172,2020.0
2021.0,宜昌,50230000.0,127091.0,388.0,宜昌,2022,119458,2021,102938,16.04849521070937,172,2021.0
2019.0,宜春,26880000.0,48182.0,604.0,宜春,2020,62456,2019,62261,0.3131976678819814,127,2019.0
2020.0,宜春,27900000.0,55452.0,602.0,宜春,2021,116670,2020,62456,86.80350967080825,127,2020.0
2021.0,宜春,31910000.0,63957.0,600.0,宜春,2022,120320,2021,116670,3.1284820433701954,127,2021.0
2019.0,宝鸡,22240000.0,59050.0,377.0,宝鸡,2020,34437,2019,37638,-8.504702694085765,269,2019.0
2020.0,宝鸡,22770000.0,67666.0,375.0,宝鸡,2021,37172,2020,34437,7.942039085866948,269,2020.0
2021.0,宝鸡,25490000.0,77210.0,373.0,宝鸡,2022,37688,2021,37172,1.3881416119659873,269,2021.0
2019.0,宣城,15610000.0,58819.0,279.0,宣城,2020,29551,2019,31886,-7.3229630558866,108,2019.0
2020.0,宣城,16070000.0,64301.0,277.5,宣城,2021,30351,2020,29551,2.7071841900443205,108,2020.0
2021.0,宣城,18340000.0,73548.0,276.0,宣城,2022,36812,2021,30351,21.287601726467,108,2021.0
2019.0,宿州,19790000.0,34773.0,658.0,宿州,2020,66810,2019,44062,51.627252507829866,104,2019.0
2020.0,宿州,20450000.0,38368.0,659.0,宿州,2021,53409,2020,66810,-20.058374494836105,104,2020.0
2021.0,宿州,21680000.0,40688.0,660.0,宿州,2022,77842,2021,53409,45.74697148420679,104,2021.0
2019.0,宿迁,30990000.0,62840.0,592.0,宿迁,2020,118325,2019,95698,23.64417229200193,72,2019.0
2020.0,宿迁,32620000.0,65503.0,591.5,宿迁,2021,104951,2020,118325,-11.30276780054933,72,2020.0
2021.0,宿迁,37190000.0,74476.0,591.0,宿迁,2022,65679,2021,104951,-37.41936713323361,72,2021.0
2019.0,山南,1870000.0,49550.0,36.0,山南,2020,5425,2019,8544,-36.50514981273408,262,2019.0
2020.0,山南,2150000.0,60676.0,36.0,山南,2021,6065,2020,5425,11.797235023041486,262,2020.0
2021.0,山南,2370000.0,66808.0,36.0,山南,2022,5424,2021,6065,-10.56883759274526,262,2021.0
2019.0,岳阳,37800000.0,65357.0,570.0,岳阳,2020,34546,2019,35124,-1.6455984512014576,179,2019.0
2020.0,岳阳,40020000.0,78868.0,566.0,岳阳,2021,41988,2020,34546,21.54229143750361,179,2020.0
2021.0,岳阳,44030000.0,87268.0,562.0,岳阳,2022,90151,2021,41988,114.70658283319044,179,2021.0
2019.0,崇左,7600000.0,36129.0,252.0,崇左,2020,24399,2019,20704,17.84679289026274,217,2019.0
2020.0,崇左,8090000.0,38732.0,251.5,崇左,2021,22498,2020,24399,-7.7913029222509085,217,2020.0
2021.0,崇左,9890000.0,47336.0,251.0,崇左,2022,27530,2021,22498,22.366432571784166,217,2021.0
2019.0,巴中,7540000.0,22716.0,366.0,巴中,2020,17931,2019,18176,-1.3479313380281743,239,2019.0
2020.0,巴中,7670000.0,27951.0,364.0,巴中,2021,20521,2020,17931,14.444258546651056,239,2020.0
2021.0,巴中,7430000.0,27510.0,362.0,巴中,2022,17485,2021,20521,-14.79460065298962,239,2021.0
2019.0,巴彦淖尔,8750000.0,51722.0,174.0,巴彦淖尔,2020,19793,2019,22039,-10.191025001134356,33,2019.0
2020.0,巴彦淖尔,8740000.0,56614.0,173.0,巴彦淖尔,2021,20943,2020,19793,5.810134896175412,33,2020.0
2021.0,巴彦淖尔,9830000.0,64144.0,172.0,巴彦淖尔,2022,18232,2021,20943,-12.944659313374396,33,2021.0
2019.0,常州,74010000.0,156390.0,385.0,常州,2020,114348,2019,90743,26.01302579813318,79,2019.0
2020.0,常州,78050000.0,147939.0,386.5,常州,2021,97021,2020,114348,-15.15286668765523,79,2020.0
2021.0,常州,88080000.0,165724.0,388.0,常州,2022,79064,2021,97021,-18.50836416858206,79,2021.0
2019.0,常德,36240000.0,62493.0,604.0,常德,2020,35534,2019,35799,-0.7402441408977944,177,2019.0
2020.0,常德,37500000.0,70496.0,598.0,常德,2021,36813,2020,35534,3.599369617830805,177,2020.0
2021.0,常德,40540000.0,77118.0,592.0,常德,2022,83994,2021,36813,128.16396381712983,177,2021.0
2019.0,平凉,4570000.0,21514.0,234.0,平凉,2020,17649,2019,15953,10.6312292358804,283,2019.0
2020.0,平凉,4760000.0,25623.0,233.0,平凉,2021,21519,2020,17649,21.927587965323813,283,2020.0
2021.0,平凉,5540000.0,30192.0,232.0,平凉,2022,16164,2021,21519,-24.884985361773317,283,2021.0
2019.0,平顶山,23730000.0,47201.0,570.0,平顶山,2020,44758,2019,46887,-4.54070424637959,148,2019.0
2020.0,平顶山,24560000.0,49379.0,570.0,平顶山,2021,51780,2020,44758,15.688815407301494,148,2020.0
2021.0,平顶山,26940000.0,54122.0,570.0,平顶山,2022,74354,2021,51780,43.59598300502123,148,2021.0
2019.0,广元,9420000.0,35262.0,299.0,广元,2020,20897,2019,19491,7.213585757529106,227,2019.0
2020.0,广元,10080000.0,43337.0,297.0,广元,2021,20463,2020,20897,-2.0768531368138943,227,2020.0
2021.0,广元,11160000.0,48638.0,295.0,广元,2022,19147,2021,20463,-6.431119581684019,227,2021.0
2019.0,广安,12500000.0,38522.0,459.0,广安,2020,22679,2019,22754,-0.3296123758460001,231,2019.0
2020.0,广安,13010000.0,40073.0,456.0,广安,2021,23234,2020,22679,2.447197848229643,231,2020.0
2021.0,广安,14180000.0,43558.0,453.0,广安,2022,23308,2021,23234,0.3184987518292104,231,2021.0
2019.0,广州,236290000.0,156427.0,954.0,广州,2020,398964,2019,331095,20.498346396049484,187,2019.0
2020.0,广州,250190000.0,135047.0,983.0,广州,2021,419141,2020,398964,5.057348532699701,187,2020.0
2021.0,广州,282320000.0,150366.0,1012.0,广州,2022,319601,2021,419141,-23.74857148310473,187,2021.0
2019.0,庆阳,7430000.0,32690.0,270.0,庆阳,2020,19045,2019,22937,-16.968217290840126,282,2019.0
2020.0,庆阳,7550000.0,34593.0,270.0,庆阳,2021,22216,2020,19045,16.650039380414803,282,2020.0
2021.0,庆阳,8850000.0,40810.0,270.0,庆阳,2022,19128,2021,22216,-13.899891969751533,282,2021.0
2019.0,廊坊,31960000.0,65512.0,483.0,廊坊,2020,91284,2019,74535,22.471322197625287,13,2019.0
2020.0,廊坊,33010000.0,60989.0,488.5,廊坊,2021,89111,2020,91284,-2.380482888567548,13,2020.0
2021.0,廊坊,35530000.0,64460.0,494.0,廊坊,2022,87969,2021,89111,-1.281547732603161,13,2021.0
2019.0,延安,16640000.0,73703.0,234.0,延安,2020,42251,2019,43708,-3.3334858607119933,265,2019.0
2020.0,延安,16010000.0,69934.0,233.5,延安,2021,39875,2020,42251,-5.623535537620416,265,2020.0
2021.0,延安,20050000.0,88127.0,233.0,延安,2022,29330,2021,39875,-26.445141065830725,265,2021.0
2019.0,开封,23640000.0,51733.0,561.0,开封,2020,46301,2019,51023,-9.254649863786923,146,2019.0
2020.0,开封,23720000.0,49166.0,563.0,开封,2021,57141,2020,46301,23.412021338632005,146,2020.0
2021.0,开封,25570000.0,53173.0,565.0,开封,2022,90540,2021,57141,58.45014962986297,146,2021.0
2019.0,张家口,15510000.0,35025.0,465.0,张家口,2020,53867,2019,51512,4.5717502717813385,10,2019.0
2020.0,张家口,16000000.0,38637.0,461.5,张家口,2021,47371,2020,53867,-12.059331316019083,10,2020.0
2021.0,张家口,17280000.0,42049.0,458.0,张家口,2022,43858,2021,47371,-7.415929577167468,10,2021.0
2019.0,张家界,5520000.0,35767.0,169.0,张家界,2020,12136,2019,13217,-8.178860558371792,176,2019.0
2020.0,张家界,5560000.0,36708.0,168.5,张家界,2021,18936,2020,12136,56.03164139749506,176,2020.0
2021.0,张家界,5800000.0,38333.0,168.0,张家界,2022,15440,2021,18936,-18.46218842416561,176,2021.0
2019.0,张掖,4490000.0,36314.0,131.0,张掖,2020,11884,2019,11975,-0.7599164926931135,280,2019.0
2020.0,张掖,4670000.0,41177.0,131.0,张掖,2021,14129,2020,11884,18.890945809491758,280,2020.0
2021.0,张掖,5260000.0,46726.0,131.0,张掖,2022,15375,2021,14129,8.81874159530045,280,2021.0
2019.0,徐州,71510000.0,81138.0,1042.0,徐州,2020,280963,2019,154312,82.07462802633626,70,2019.0
2020.0,徐州,73200000.0,80673.0,1038.5,徐州,2021,162203,2020,280963,-42.26891085303047,70,2020.0
2021.0,徐州,81170000.0,89634.0,1035.0,徐州,2022,121280,2021,162203,-25.22949637183036,70,2021.0
2019.0,德州,30220000.0,52295.0,599.0,德州,2020,93426,2019,65747,42.09925928179232,132,2019.0
2020.0,德州,30790000.0,54872.0,597.5,德州,2021,76589,2020,93426,-18.02174983409329,132,2020.0
2021.0,德州,34890000.0,62223.0,596.0,德州,2022,69376,2021,76589,-9.417801511966474,132,2021.0
2019.0,德阳,23360000.0,65745.0,384.0,德阳,2020,31370,2019,27203,15.318163437856125,229,2019.0
2020.0,德阳,24040000.0,69443.0,382.5,德阳,2021,29390,2020,31370,-6.311762830729995,229,2020.0
2021.0,德阳,26570000.0,76824.0,381.0,德阳,2022,26756,2021,29390,-8.962232051718267,229,2021.0
2019.0,忻州,10020000.0,31573.0,307.0,忻州,2020,27885,2019,28520,-2.226507713884996,23,2019.0
2020.0,忻州,10350000.0,35294.0,306.0,忻州,2021,27606,2020,27885,-1.0005379236148415,23,2020.0
2021.0,忻州,13440000.0,50290.0,305.0,忻州,2022,62845,2021,27606,127.64978627834526,23,2021.0
2019.0,怀化,16170000.0,32453.0,524.0,怀化,2020,32756,2019,31579,3.727160454732581,185,2019.0
2020.0,怀化,16720000.0,36365.0,521.5,怀化,2021,30844,2020,32756,-5.837098546831109,185,2020.0
2021.0,怀化,18180000.0,39767.0,519.0,怀化,2022,63694,2021,30844,106.50369601867462,185,2021.0
2019.0,惠州,41770000.0,86043.0,390.0,惠州,2020,74138,2019,80208,-7.567823658487926,197,2019.0
2020.0,惠州,42210000.0,70191.0,398.0,惠州,2021,86572,2020,74138,16.771426259138366,197,2020.0
2021.0,惠州,49770000.0,82113.0,406.0,惠州,2022,100928,2021,86572,16.58272882687244,197,2021.0
2019.0,成都,170130000.0,103386.0,1500.0,成都,2020,358489,2019,341747,4.89894571130105,226,2019.0
2020.0,成都,177170000.0,85679.0,1528.0,成都,2021,437001,2020,358489,21.900811461439535,226,2020.0
2021.0,成都,199170000.0,94622.0,1556.0,成都,2022,431922,2021,437001,-1.162239903341178,226,2021.0
2019.0,扬州,58500000.0,128856.0,457.0,扬州,2020,114747,2019,66526,72.484442172985,75,2019.0
2020.0,扬州,60480000.0,132784.0,454.5,扬州,2021,65237,2020,114747,-43.1470975276042,75,2020.0
2021.0,扬州,66960000.0,146562.0,452.0,扬州,2022,74971,2021,65237,14.920980425218811,75,2021.0
2019.0,承德,14710000.0,41080.0,383.0,承德,2020,37214,2019,42256,-11.932033320711854,11,2019.0
2020.0,承德,15500000.0,46119.0,381.0,承德,2021,37528,2020,37214,0.8437684742301332,11,2020.0
2021.0,承德,16970000.0,50749.0,379.0,承德,2022,39596,2021,37528,5.510552121082935,11,2021.0
2019.0,抚州,15110000.0,37272.0,433.0,抚州,2020,38623,2019,41091,-6.00618140225353,126,2019.0
2020.0,抚州,15730000.0,43305.0,432.0,抚州,2021,42299,2020,38623,9.517644926598145,126,2020.0
2021.0,抚州,17950000.0,49885.0,431.0,抚州,2022,58745,2021,42299,38.880351781366,126,2021.0
2019.0,抚顺,8470000.0,41382.0,207.0,抚顺,2020,21703,2019,20697,4.860607817558105,38,2019.0
2020.0,抚顺,8280000.0,44137.0,204.0,抚顺,2021,22136,2020,21703,1.995115882596865,38,2020.0
2021.0,抚顺,8700000.0,47338.0,201.0,抚顺,2022,19843,2021,22136,-10.358691723888692,38,2021.0
2019.0,拉萨,6180000.0,86750.0,56.0,拉萨,2020,17289,2019,17272,0.0984251968503935,258,2019.0
2020.0,拉萨,6780000.0,79391.0,57.0,拉萨,2021,20906,2020,17289,20.920816704262823,258,2020.0
2021.0,拉萨,7420000.0,85210.0,58.0,拉萨,2022,14280,2021,20906,-31.694250454414995,258,2021.0
2019.0,揭阳,21020000.0,34471.0,707.0,揭阳,2020,26699,2019,26130,2.177573670110977,195,2019.0
2020.0,揭阳,21020000.0,37495.0,710.0,揭阳,2021,29552,2020,26699,10.685793475411051,195,2020.0
2021.0,揭阳,22650000.0,40470.0,713.0,揭阳,2022,40116,2021,29552,35.7471575527883,195,2021.0
2019.0,攀枝花,10100000.0,82460.0,108.0,攀枝花,2020,14003,2019,14868,-5.817863868711326,238,2019.0
2020.0,攀枝花,10410000.0,85806.0,108.0,攀枝花,2021,14713,2020,14003,5.070342069556522,238,2020.0
2021.0,攀枝花,11340000.0,93406.0,108.0,攀枝花,2022,12135,2021,14713,-17.52191939101475,238,2021.0
2019.0,新乡,29180000.0,50277.0,664.0,新乡,2020,11251,2019,11815,-4.773592890393563,151,2019.0
2020.0,新乡,30140000.0,48229.0,666.0,新乡,2021,13708,2020,11251,21.838058839214305,151,2020.0
2021.0,新乡,32330000.0,52028.0,668.0,新乡,2022,17296,2021,13708,26.174496644295296,151,2021.0
2019.0,新余,9720000.0,81641.0,125.0,新余,2020,13550,2019,15355,-11.755128622598498,122,2019.0
2020.0,新余,10010000.0,83583.0,125.0,新余,2021,15093,2020,13550,11.387453874538744,122,2020.0
2021.0,新余,11550000.0,96025.0,125.0,新余,2022,18825,2021,15093,24.72669449413636,122,2021.0
2019.0,无锡,118520000.0,180044.0,503.0,无锡,2020,221603,2019,119069,86.11309408830175,80,2019.0
2020.0,无锡,123700000.0,165851.0,509.0,无锡,2021,127724,2020,221603,-42.3635961607018,80,2020.0
2021.0,无锡,140030000.0,187415.0,515.0,无锡,2022,96236,2021,127724,-24.653158372741224,80,2021.0
2019.0,日喀则,2790000.0,35249.0,81.0,日喀则,2020,12348,2019,21192,-41.73272933182333,259,2019.0
2020.0,日喀则,3220000.0,36807.0,81.5,日喀则,2021,12210,2020,12348,-1.1175898931001016,259,2020.0
2021.0,日喀则,3480000.0,43495.0,82.0,日喀则,2022,9613,2021,12210,-21.269451269451267,259,2021.0
2019.0,日照,19490000.0,66313.0,308.0,日照,2020,51334,2019,51612,-0.5386344261024578,138,2019.0
2020.0,日照,20060000.0,67593.0,309.0,日照,2021,61601,2020,51334,20.000389605329797,138,2020.0
2021.0,日照,22120000.0,74434.0,310.0,日照,2022,44017,2021,61601,-28.544991152741023,138,2021.0
2019.0,昆明,64760000.0,93853.0,578.0,昆明,2020,98477,2019,95177,3.4672242243399154,250,2019.0
2020.0,昆明,67340000.0,80584.0,583.5,昆明,2021,130749,2020,98477,32.77110391258873,250,2020.0
2021.0,昆明,72230000.0,85146.0,589.0,昆明,2022,212549,2021,130749,62.56261998179718,250,2021.0
2019.0,昌都,2210000.0,27844.0,78.0,昌都,2020,7124,2019,7657,-6.960950764006791,260,2019.0
2020.0,昌都,2530000.0,33233.0,78.5,昌都,2021,7913,2020,7124,11.075238629983165,260,2020.0
2021.0,昌都,2790000.0,36634.0,79.0,昌都,2022,7174,2021,7913,-9.339062302540125,260,2021.0
2019.0,昭通,11940000.0,21255.0,629.0,昭通,2020,44930,2019,38572,16.48345950430363,254,2019.0
2020.0,昭通,12890000.0,25255.0,630.5,昭通,2021,51614,2020,44930,14.876474515913651,254,2020.0
2021.0,昭通,14620000.0,28932.0,632.0,昭通,2022,59978,2021,51614,16.20490564575503,254,2021.0
2019.0,晋中,14600000.0,43125.0,335.0,晋中,2020,37761,2019,41862,-9.796474129281927,21,2019.0
2020.0,晋中,14690000.0,43546.0,335.0,晋中,2021,38756,2020,37761,2.634993776647865,21,2020.0
2021.0,晋中,18440000.0,54456.0,335.0,晋中,2022,96626,2021,38756,149.3188151512024,21,2021.0
2019.0,晋城,13550000.0,57714.0,222.0,晋城,2020,23404,2019,23649,-1.0359846082286794,19,2019.0
2020.0,晋城,14260000.0,64966.0,222.0,晋城,2021,22901,2020,23404,-2.14920526405743,19,2020.0
2021.0,晋城,19120000.0,87265.0,222.0,晋城,2022,67020,2021,22901,192.65097593991527,19,2021.0
2019.0,普洱,8750000.0,33097.0,254.0,普洱,2020,29693,2019,26163,13.49233650575239,255,2019.0
2020.0,普洱,9450000.0,39172.0,254.0,普洱,2021,34639,2020,29693,16.657124574815608,255,2020.0
2021.0,普洱,10290000.0,43007.0,254.0,普洱,2022,44470,2021,34639,28.38130431017061,255,2021.0
2019.0,景德镇,9260000.0,55228.0,171.0,景德镇,2020,23627,2019,26091,-9.443869533555638,120,2019.0
2020.0,景德镇,9570000.0,59134.0,171.0,景德镇,2021,28681,2020,23627,21.390781732763365,120,2020.0
2021.0,景德镇,11020000.0,59041.0,171.0,景德镇,2022,31561,2021,28681,10.041490882465752,120,2021.0
2019.0,曲靖,26380000.0,42774.0,667.0,曲靖,2020,39579,2019,37034,6.872063509207749,251,2019.0
2020.0,曲靖,29590000.0,51245.0,669.5,曲靖,2021,70200,2020,39579,77.36678541650876,251,2020.0
2021.0,曲靖,33940000.0,59194.0,672.0,曲靖,2022,105144,2021,70200,49.777777777777786,251,2021.0
2019.0,朔州,10620000.0,59552.0,164.0,朔州,2020,17327,2019,17858,-2.9734572740508503,20,2019.0
2020.0,朔州,11000000.0,68889.0,163.0,朔州,2021,16583,2020,17327,-4.293876608760893,20,2020.0
2021.0,朔州,14210000.0,89299.0,162.0,朔州,2022,41934,2021,16583,152.8734245914491,20,2021.0
2019.0,朝阳,8430000.0,28761.0,335.0,朝阳,2020,31769,2019,36674,-13.374597807711186,47,2019.0
2020.0,朝阳,8760000.0,30371.0,331.5,朝阳,2021,31172,2020,31769,-1.8791904057414488,47,2020.0
2021.0,朝阳,9450000.0,33086.0,328.0,朝阳,2022,27635,2021,31172,-11.346721416655967,47,2021.0
2019.0,本溪,7810000.0,46673.0,145.0,本溪,2020,13550,2019,13838,-2.081225610637372,39,2019.0
2020.0,本溪,8100000.0,60210.0,143.0,本溪,2021,14341,2020,13550,5.837638376383758,39,2020.0
2021.0,本溪,8940000.0,68340.0,141.0,本溪,2022,13101,2021,14341,-8.64653789833345,39,2021.0
2019.0,来宾,6540000.0,29215.0,270.0,来宾,2020,20781,2019,17612,17.993413581648877,220,2019.0
2020.0,来宾,7060000.0,33939.0,269.5,来宾,2021,20664,2020,20781,-0.5630142919012537,220,2020.0
2021.0,来宾,8330000.0,40091.0,269.0,来宾,2022,23828,2021,20664,15.311653116531154,220,2021.0
2019.0,杭州,153730000.0,152465.0,795.0,杭州,2020,162320,2019,177833,-8.723352808533846,82,2019.0
2020.0,杭州,161060000.0,136617.0,815.0,杭州,2021,182811,2020,162320,12.62382947264662,82,2020.0
2021.0,杭州,181090000.0,149857.0,835.0,杭州,2022,222462,2021,182811,21.68961386349837,82,2021.0
2019.0,松原,7300000.0,26559.0,275.0,松原,2020,24175,2019,26034,-7.140662210954907,55,2019.0
2020.0,松原,7530000.0,27487.0,273.5,松原,2021,34707,2020,24175,43.56566701137539,55,2020.0
2021.0,松原,8180000.0,36877.0,272.0,松原,2022,25766,2021,34707,-25.761373786267903,55,2021.0
2019.0,林芝,1720000.0,73224.0,20.0,林芝,2020,5327,2019,5287,0.7565727255532506,261,2019.0
2020.0,林芝,1910000.0,80220.0,20.5,林芝,2021,6513,2020,5327,22.263938426881925,261,2020.0
2021.0,林芝,2090000.0,87215.0,21.0,林芝,2022,5259,2021,6513,-19.25380009212344,261,2021.0
2019.0,枣庄,16940000.0,43100.0,424.0,枣庄,2020,47173,2019,54832,-13.968120805369132,140,2019.0
2020.0,枣庄,17330000.0,44954.0,425.0,枣庄,2021,47705,2020,47173,1.1277637631696091,140,2020.0
2021.0,枣庄,19520000.0,50613.0,426.0,枣庄,2022,42678,2021,47705,-10.53767948852321,140,2021.0
2019.0,柳州,31280000.0,77056.0,394.0,柳州,2020,43622,2019,40668,7.263696272253362,210,2019.0
2020.0,柳州,31770000.0,77148.0,395.5,柳州,2021,38692,2020,43622,-11.301636788776303,210,2020.0
2021.0,柳州,30570000.0,73328.0,397.0,柳州,2022,53398,2021,38692,38.0078569213274,210,2021.0
2019.0,株洲,30030000.0,74618.0,402.0,株洲,2020,35016,2019,32192,8.772365805168981,180,2019.0
2020.0,株洲,31060000.0,79581.0,399.5,株洲,2021,35015,2020,35016,-0.0028558373315057,180,2020.0
2021.0,株洲,34200000.0,87852.0,397.0,株洲,2022,85311,2021,35015,143.6412965871769,180,2021.0
2019.0,桂林,21060000.0,41294.0,541.0,桂林,2020,65393,2019,52945,23.511190858438,209,2019.0
2020.0,桂林,21300000.0,42424.0,541.5,桂林,2021,56293,2020,65393,-13.915862554096003,209,2020.0
2021.0,桂林,23110000.0,46767.0,542.0,桂林,2022,60803,2021,56293,8.011653313911138,209,2021.0
2019.0,梅州,11870000.0,27096.0,546.0,梅州,2020,38417,2019,34508,11.32780804451141,192,2019.0
2020.0,梅州,12080000.0,31011.0,544.0,梅州,2021,34200,2020,38417,-10.97691126324284,192,2020.0
2021.0,梅州,13080000.0,33764.0,542.0,梅州,2022,39259,2021,34200,14.792397660818724,192,2021.0
2019.0,梧州,9910000.0,32303.0,353.0,梧州,2020,27022,2019,24401,10.741363058891018,211,2019.0
2020.0,梧州,10810000.0,38214.0,354.0,梧州,2021,26871,2020,27022,-0.5588039375323817,211,2020.0
2021.0,梧州,13690000.0,48463.0,355.0,梧州,2022,34141,2021,26871,27.055189609616328,211,2021.0
2019.0,榆林,41360000.0,120908.0,385.0,榆林,2020,38541,2019,42853,-10.062306022915546,271,2019.0
2020.0,榆林,40900000.0,112974.0,385.5,榆林,2021,44498,2020,38541,15.456267351651489,271,2020.0
2021.0,榆林,54350000.0,149899.0,386.0,榆林,2022,38559,2021,44498,-13.346667265944534,271,2021.0
2019.0,武威,4880000.0,26744.0,189.0,武威,2020,16238,2019,14021,15.811996291277364,281,2019.0
2020.0,武威,5260000.0,35571.0,188.0,武威,2021,14968,2020,16238,-7.821160241409042,281,2020.0
2021.0,武威,6000000.0,41361.0,187.0,武威,2022,13109,2021,14968,-12.419828968466062,281,2021.0
2019.0,武汉,162230000.0,145545.0,906.0,武汉,2020,134606,2019,162775,-17.305483028720626,162,2019.0
2020.0,武汉,156160000.0,131441.0,920.0,武汉,2021,223060,2020,134606,65.71326686774735,162,2020.0
2021.0,武汉,177170000.0,135251.0,934.0,武汉,2022,300373,2021,223060,34.6601811171882,162,2021.0
2019.0,毕节,19010000.0,28378.0,938.0,毕节,2020,50940,2019,61521,-17.199005217730534,248,2019.0
2020.0,毕节,20200000.0,29295.0,946.5,毕节,2021,46735,2020,50940,-8.254809579897914,248,2020.0
2021.0,毕节,21810000.0,31736.0,955.0,毕节,2022,56875,2021,46735,21.69680111265646,248,2021.0
2019.0,永州,20170000.0,37013.0,644.0,永州,2020,39496,2019,37501,5.319858137116351,183,2019.0
2020.0,永州,21080000.0,38013.0,639.5,永州,2021,40995,2020,39496,3.795321045169131,183,2020.0
2021.0,永州,22610000.0,43122.0,635.0,永州,2022,85925,2021,40995,109.59873155262838,183,2021.0
2019.0,汉中,15480000.0,45033.0,381.0,汉中,2020,29306,2019,29696,-1.3133081896551713,270,2019.0
2020.0,汉中,15930000.0,49179.0,380.5,汉中,2021,33494,2020,29306,14.290588957892592,270,2020.0
2021.0,汉中,17690000.0,55279.0,380.0,汉中,2022,36252,2021,33494,8.234310622798112,270,2021.0
2019.0,汕头,26940000.0,47669.0,572.0,汕头,2020,31644,2019,32680,-3.1701346389228835,194,2019.0
2020.0,汕头,27310000.0,49661.0,575.0,汕头,2021,34599,2020,31644,9.338263177853625,194,2020.0
2021.0,汕头,29300000.0,53106.0,578.0,汕头,2022,39326,2021,34599,13.662244573542592,194,2021.0
2019.0,汕尾,10800000.0,35958.0,357.0,汕尾,2020,18976,2019,18903,0.3861820874993427,196,2019.0
2020.0,汕尾,11240000.0,41950.0,356.5,汕尾,2021,24974,2020,18976,31.608347386172,196,2020.0
2021.0,汕尾,12880000.0,48095.0,356.0,汕尾,2022,32310,2021,24974,29.374549531512773,196,2021.0
2019.0,江门,31470000.0,68194.0,400.0,江门,2020,44198,2019,41870,5.560066873656555,201,2019.0
2020.0,江门,32010000.0,66984.0,401.5,江门,2021,46253,2020,44198,4.649531653015981,201,2020.0
2021.0,江门,36010000.0,74722.0,403.0,江门,2022,46554,2021,46253,0.650768598793583,201,2021.0
2019.0,池州,8320000.0,56217.0,162.0,池州,2020,15360,2019,15444,-0.543900543900544,107,2019.0
2020.0,池州,8690000.0,64843.0,161.5,池州,2021,14812,2020,15360,-3.5677083333333304,107,2020.0
2021.0,池州,10040000.0,75191.0,161.0,池州,2022,16190,2021,14812,9.303267620847963,107,2021.0
2019.0,沈阳,64700000.0,77777.0,756.0,沈阳,2020,103712,2019,110837,-6.428358761063546,35,2019.0
2020.0,沈阳,65720000.0,75570.0,760.5,沈阳,2021,124871,2020,103712,20.40168929342796,35,2020.0
2021.0,沈阳,72490000.0,79706.0,765.0,沈阳,2022,112003,2021,124871,-10.305034795909371,35,2021.0
2019.0,沧州,35880000.0,47663.0,787.0,沧州,2020,88363,2019,91510,-3.438968418752053,12,2019.0
2020.0,沧州,37000000.0,50713.0,784.0,沧州,2021,95985,2020,88363,8.62578228444033,12,2020.0
2021.0,沧州,41630000.0,57009.0,781.0,沧州,2022,87990,2021,95985,-8.329426472886393,12,2021.0
2019.0,河池,8780000.0,24703.0,434.0,河池,2020,35869,2019,27031,32.69579371832341,219,2019.0
