year,city,GDP,人均地区生产总值(元),population,job_count_last,job_count,gr,job_gr,city_new_comp_cnt,year_last,city_new_comp_cnt_last,yoy_gr,city_name,city_idx
2021,哈尔滨,53520000.0,53823.0,943.0,97.096,92.401,-4.8354206146494265,-9.300153196577368,119824,2021,123565,39.48434871933805,哈尔滨,57
2019,唐山,68900000.0,86667.0,756.0,77.921,77.18,-0.9509631549903101,-0.8663901681891012,93263,2019,107697,29.171814092953525,唐山,5
2020,唐山,72110000.0,93470.0,753.5,77.18,77.223,0.05571391552214583,-0.9509631549903101,82647,2020,93263,-13.402416037586933,唐山,5
2021,唐山,82310000.0,106784.0,751.0,77.223,73.935,-4.257798842313814,0.05571391552214583,88378,2021,82647,-11.382863515005951,唐山,5
2019,商丘,29110000.0,39719.0,1005.0,68.23,65.899,-3.4163857540671305,-1.3546922665432903,76628,2019,67915,9.409736765795664,商丘,158
2020,商丘,29260000.0,37443.0,1008.5,65.899,58.442,-11.315801453739816,-3.4163857540671305,104610,2020,76628,12.829271883972613,商丘,158
2021,商丘,30830000.0,39678.0,1012.0,58.442,53.064,-9.202286027172239,-11.315801453739816,163525,2021,104610,36.51667797671869,商丘,158
2019,商洛,8370000.0,35181.0,250.0,19.334,17.784,-8.01696493224372,-5.410958904109597,15404,2019,14707,-1.282051282051282,商洛,272
2020,商洛,7390000.0,35381.0,249.5,17.784,17.292,-2.76653171390012,-8.01696493224372,14729,2020,15404,4.739239817773849,商洛,272
2021,商洛,8520000.0,41812.0,249.0,17.292,17.248,-0.2544529262086542,-2.76653171390012,13500,2021,14729,-4.381978706829395,商洛,272
2019,嘉兴,53700000.0,112751.0,364.0,73.969,73.361,-0.8219659587124198,-1.712774721624281,70854,2019,58420,-1.7292423630736107,嘉兴,85
2020,嘉兴,55100000.0,102541.0,368.0,73.361,77.935,6.234920461825762,-0.8219659587124198,64218,2020,70854,21.283806915439918,嘉兴,85
2021,嘉兴,63550000.0,116323.0,372.0,77.935,79.757,2.3378456405979375,6.234920461825762,82510,2021,64218,-9.365737996443391,嘉兴,85
2019,嘉峪关,2830000.0,112219.0,21.0,5.864,5.69,-2.9672578444747524,-5.021056041464213,362,2019,330,65.0,嘉峪关,275
2020,嘉峪关,2820000.0,91000.0,21.0,5.69,5.622,-1.1950790861160017,-2.9672578444747524,506,2020,362,9.696969696969697,嘉峪关,275
2021,嘉峪关,3260000.0,103773.0,21.0,5.622,5.572,-0.8893632159373857,-1.1950790861160017,209,2021,506,39.77900552486188,嘉峪关,275
2019,四平,7960000.0,24979.0,318.0,17.718,14.054,-20.67953493622305,8.439929004223034,19154,2019,19159,-3.776806790216463,四平,51
2020,四平,5270000.0,24586.0,263.5,14.054,14.064,0.07115411982353627,-20.67953493622305,21349,2020,19154,-0.0260973954799311,四平,51
2021,四平,5540000.0,31003.0,209.0,14.064,13.072,-7.053469852104671,0.07115411982353627,29628,2021,21349,11.459747311266575,四平,51
2019,固原,3230000.0,25886.0,147.0,7.233,7.361,1.7696668049218873,3.0929304446978283,10755,2019,10953,-14.195064629847238,固原,292
2020,固原,3520000.0,29462.0,146.5,7.361,7.515,2.092107050672462,1.7696668049218873,11349,2020,10755,-1.80772391125719,固原,292
2021,固原,3750000.0,32733.0,146.0,7.515,7.619,1.3838988689288103,2.092107050672462,9386,2021,11349,5.523012552301256,固原,292
2019,大同,13190000.0,38122.0,318.0,38.326,37.804,-1.3619996868966195,-2.876257570766068,30346,2019,36688,25.820501388936524,大同,16
2020,大同,13700000.0,43982.0,317.0,37.804,37.516,-0.761824145593069,-1.3619996868966195,30471,2020,30346,-17.286306149149585,大同,16
2021,大同,16860000.0,54391.0,316.0,37.516,36.227,-3.435867363258347,-0.761824145593069,71498,2021,30471,0.41191590324919264,大同,16
2019,大庆,25680000.0,94289.0,272.0,46.918,42.667,-9.060488511871771,-4.581969046795876,31950,2019,35942,0.030614232835156272,大庆,60
2020,大庆,23010000.0,84784.0,272.0,42.667,36.904,-13.506925727142752,-9.060488511871771,33956,2020,31950,-11.106783150631573,大庆,60
2021,大庆,26200000.0,94790.0,272.0,36.904,35.592,-3.5551701712551607,-13.506925727142752,34262,2021,33956,6.278560250391236,大庆,60
2019,大连,70020000.0,99996.0,599.0,99.902,104.764,4.866769434045359,1.2906954344056982,61504,2019,70881,-8.85582758975414,大连,36
2020,大连,70300000.0,94685.0,601.5,104.764,100.31,-4.251460425336942,4.866769434045359,72517,2020,61504,-13.229215163442953,大连,36
2021,大连,78260000.0,104751.0,604.0,100.31,100.824,0.512411524274744,-4.251460425336942,75662,2021,72517,17.906152445369408,大连,36
2019,天水,6330000.0,18819.0,372.0,24.03,23.641,-1.6188098210570239,7.3246985261277375,20669,2019,18609,-7.816911873978302,天水,278
2020,天水,6670000.0,22251.0,372.0,23.641,23.396,-1.0363351804069094,-1.6188098210570239,20854,2020,20669,11.069912407974636,天水,278
2021,天水,7500000.0,25279.0,372.0,23.396,23.062,-1.4275944605915525,-1.0363351804069094,18902,2021,20854,0.8950602351347429,天水,278
2019,天津,141040000.0,90371.0,1108.0,269.354,255.332,-5.205788664731169,3.6028724513148584,187515,2019,213921,18.346629194835085,天津,2
2020,天津,140840000.0,101614.0,1130.0,255.332,256.445,0.43590305954600267,-5.205788664731169,195686,2020,187515,-12.34380916319576,天津,2
2021,天津,156950000.0,113732.0,1152.0,256.445,243.341,-5.109867612938441,0.43590305954600267,178217,2021,195686,4.3575180652214485,天津,2
2019,太原,40290000.0,90698.0,384.0,101.481,101.363,-0.11627792394634957,-2.455880656695766,75874,2019,75190,10.672809431990462,太原,15
2020,太原,41530000.0,78734.0,389.5,101.363,100.443,-0.907629016505038,-0.11627792394634957,101162,2020,75874,0.9096954382231679,太原,15
2021,太原,51220000.0,95646.0,395.0,100.443,97.771,-2.660215246458187,-0.907629016505038,126629,2021,101162,33.32894008487756,太原,15
2019,威海,29640000.0,104615.0,257.0,47.931,49.121,2.4827355990903692,-6.596383194325366,55363,2019,57896,26.684317629811165,威海,137
2020,威海,30180000.0,103829.0,256.5,49.121,48.495,-1.2744040227194169,2.4827355990903692,55183,2020,55363,-4.375086361752107,威海,137
2021,威海,34640000.0,118925.0,256.0,48.495,47.268,-2.53015774822146,-1.2744040227194169,45984,2021,55183,-0.32512688980004695,威海,137
2019,娄底,16410000.0,41675.0,455.0,29.882,31.073,3.9856769961849907,4.103957636566335,28454,2019,24870,-48.11832443257677,娄底,186
2020,娄底,16800000.0,43913.0,451.5,31.073,29.393,-5.406623113313809,3.9856769961849907,24529,2020,28454,14.410936871733012,娄底,186
2021,娄底,18260000.0,47893.0,448.0,29.393,28.915,-1.6262375395502384,-5.406623113313809,53485,2021,24529,-13.794194137906796,娄底,186
2019,孝感,23010000.0,46772.0,515.0,83.98,84.4,0.5001190759704711,0.03931051735023437,22372,2019,24659,-13.540899687949231,孝感,166
2020,孝感,21940000.0,51367.0,509.5,84.4,59.502,-29.500000000000004,0.5001190759704711,50630,2020,22372,-9.274504237803642,孝感,166
2021,孝感,25620000.0,60556.0,504.0,59.502,34.605,-41.84229101542806,-29.500000000000004,82281,2021,50630,126.30967280529232,孝感,166
2019,宁德,24520000.0,84251.0,356.0,27.406,26.795,-2.229438809019912,1.3610474147496063,41875,2019,39499,-6.2160172851817554,宁德,117
2020,宁德,26190000.0,83541.0,356.0,26.795,26.557,-0.8882254151894124,-2.229438809019912,50079,2020,41875,6.015342160561027,宁德,117
2021,宁德,31510000.0,100034.0,356.0,26.557,24.978,-5.945701698233977,-0.8882254151894124,49204,2021,50079,19.591641791044776,宁德,117
2019,宁波,119850000.0,143157.0,608.0,158.146,164.794,4.203710495365058,4.8532746343468585,119330,2019,119068,1.7362179158549504,宁波,83
2020,宁波,124090000.0,132614.0,613.0,164.794,165.65,0.5194363872471052,4.203710495365058,122068,2020,119330,0.22004232875331742,宁波,83
2021,宁波,145950000.0,153922.0,618.0,165.65,166.572,0.5565952309085404,0.5194363872471052,142579,2021,122068,2.2944774993714905,宁波,83
2019,安庆,23810000.0,50574.0,529.0,37.865,34.333,-9.32787534662618,-2.547934628747896,48302,2019,47744,12.32560875191154,安庆,100
2020,安庆,24680000.0,58684.0,527.5,34.333,32.94,-4.0573209448635446,-9.32787534662618,46676,2020,48302,1.1687332439678284,安庆,100
2021,安庆,26570000.0,63707.0,526.0,32.94,33.182,0.7346690953248466,-4.0573209448635446,59207,2021,46676,-3.366320235186949,安庆,100
2019,安康,11820000.0,44241.0,304.0,21.236,20.678,-2.6276134865323026,5.25898389095415,33161,2019,28867,-6.196789497627868,安康,273
2020,安康,10890000.0,43378.0,303.0,20.678,19.548,-5.464745139762078,-2.6276134865323026,35813,2020,33161,14.875116915509059,安康,273
2021,安康,12090000.0,48687.0,302.0,19.548,18.582,-4.941682013505206,-5.464745139762078,31821,2021,35813,7.9973462802689905,安康,273
2019,安阳,22290000.0,43003.0,629.0,49.244,47.63,-3.2775566566485197,-6.323238472074262,51719,2019,49606,-0.8474915050969419,安阳,149
2020,安阳,23000000.0,42185.0,630.0,47.63,45.96,-3.506193575477644,-3.2775566566485197,62714,2020,51719,4.259565375156231,安阳,149
2021,安阳,24350000.0,44690.0,631.0,45.96,41.361,-10.00652741514361,-3.506193575477644,112815,2021,62714,21.259111738432683,安阳,149
2019,安顺,9240000.0,39177.0,307.0,20.178,17.445,-13.54445435622956,9.91992155580978,22270,2019,26564,-3.5859465737514515,安顺,247
2020,安顺,9670000.0,39161.0,307.0,17.445,17.502,0.32674118658640644,-13.54445435622956,24400,2020,22270,-16.164734226773074,安顺,247
2021,安顺,10790000.0,43763.0,307.0,17.502,17.249,-1.4455490801051316,0.32674118658640644,32383,2021,24400,9.564436461607544,安顺,247
2019,定西,4160000.0,14746.0,304.0,14.434,15.56,7.801025356796462,9.881242387332524,22670,2019,18366,-14.723499094581419,定西,284
2020,定西,4410000.0,17430.0,303.5,15.56,15.509,-0.3277634961439599,7.801025356796462,22306,2020,22670,23.434607426766853,定西,284
2021,定西,5010000.0,19915.0,303.0,15.509,15.701,1.2379908440260505,-0.3277634961439599,23397,2021,22306,-1.6056462284958095,定西,284
2019,宜宾,26020000.0,57003.0,552.0,38.792,37.338,-3.748195504227677,1.5789887140276035,54748,2019,39603,7.692935225974873,宜宾,237
2020,宜宾,28020000.0,61182.0,551.0,37.338,37.027,-0.8329315978359847,-3.748195504227677,55916,2020,54748,38.24205236976997,宜宾,237
2021,宜宾,31480000.0,68481.0,550.0,37.027,36.96,-0.1809490371890787,-0.8329315978359847,47905,2021,55916,2.1334112661649742,宜宾,237
2019,宜昌,44610000.0,107830.0,391.0,83.401,82.29,-1.3321183199242095,-4.925788285720798,45156,2019,51962,10.816805288974194,宜昌,172
2020,宜昌,42610000.0,104807.0,389.5,82.29,64.572,-21.5311702515494,-1.3321183199242095,102938,2020,45156,-13.098033178091683,宜昌,172
2021,宜昌,50230000.0,127091.0,388.0,64.572,46.855,-27.437589047884543,-21.5311702515494,119458,2021,102938,127.96084684205864,宜昌,172
2019,宜春,26880000.0,48182.0,604.0,43.794,44.03,0.5388866054710787,-0.7816216950995852,62456,2019,62261,3.3154672020974725,宜春,127
2020,宜春,27900000.0,55452.0,602.0,44.03,43.923,-0.24301612536906497,0.5388866054710787,116670,2020,62456,0.3131976678819807,宜春,127
2021,宜春,31910000.0,63957.0,600.0,43.923,42.402,-3.4628782187009097,-0.24301612536906497,120320,2021,116670,86.80350967080825,宜春,127
2019,宝鸡,22240000.0,59050.0,377.0,40.24,37.927,-5.748011928429429,-0.47487138899881326,34437,2019,37638,-4.036103108028862,宝鸡,269
2020,宝鸡,22770000.0,67666.0,375.0,37.927,37.192,-1.9379333983705525,-5.748011928429429,37172,2020,34437,-8.504702694085765,宝鸡,269
2021,宝鸡,25490000.0,77210.0,373.0,37.192,36.464,-1.9574101957410237,-1.9379333983705525,37688,2021,37172,7.942039085866945,宝鸡,269
2019,宣城,15610000.0,58819.0,279.0,20.964,22.39,6.802136996756354,0.23907430429376092,29551,2019,31886,1.238252476504953,宣城,108
2020,宣城,16070000.0,64301.0,277.5,22.39,23.972,7.065654309959807,6.802136996756354,30351,2020,29551,-7.3229630558865955,宣城,108
2021,宣城,18340000.0,73548.0,276.0,23.972,25.196,5.105956949774738,7.065654309959807,36812,2021,30351,2.7071841900443303,宣城,108
2019,宿州,19790000.0,34773.0,658.0,30.216,30.432,0.7148530579825176,-2.0963613388199414,66810,2019,44062,7.248563917826892,宿州,104
2020,宿州,20450000.0,38368.0,659.0,30.432,29.279,-3.7887749737118783,0.7148530579825176,53409,2020,66810,51.62725250782988,宿州,104
2021,宿州,21680000.0,40688.0,660.0,29.279,28.807,-1.6120769151951955,-3.7887749737118783,77842,2021,53409,-20.058374494836105,宿州,104
2019,宿迁,30990000.0,62840.0,592.0,41.112,39.689,-3.461276512940265,-6.809320881312897,118325,2019,95698,3.0750837435240137,宿迁,72
2020,宿迁,32620000.0,65503.0,591.5,39.689,30.413,-23.3717150847842,-3.461276512940265,104951,2020,118325,23.644172292001922,宿迁,72
2021,宿迁,37190000.0,74476.0,591.0,30.413,36.163,18.906388715351977,-23.3717150847842,65679,2021,104951,-11.302767800549335,宿迁,72
2019,山南,1870000.0,49550.0,36.0,5.28,4.591,-13.049242424242424,49.65986394557824,5425,2019,8544,33.25015595757954,山南,262
2020,山南,2150000.0,60676.0,36.0,4.591,4.937,7.536484426050971,-13.049242424242424,6065,2020,5425,-36.50514981273408,山南,262
2021,山南,2370000.0,66808.0,36.0,4.937,4.503,-8.790763621632573,7.536484426050971,5424,2021,6065,11.797235023041475,山南,262
2019,岳阳,37800000.0,65357.0,570.0,50.659,48.014,-5.2211847845397585,22.613515345144727,34546,2019,35124,1.13446587964296,岳阳,179
2020,岳阳,40020000.0,78868.0,566.0,48.014,45.583,-5.063106593910119,-5.2211847845397585,41988,2020,34546,-1.6455984512014576,岳阳,179
2021,岳阳,44030000.0,87268.0,562.0,45.583,42.997,-5.673167628282471,-5.063106593910119,90151,2021,41988,21.542291437503618,岳阳,179
2019,崇左,7600000.0,36129.0,252.0,13.241,13.045,-1.4802507363492163,-0.5408247577555844,24399,2019,20704,0.5976385987075458,崇左,217
2020,崇左,8090000.0,38732.0,251.5,13.045,13.908,6.615561517822917,-1.4802507363492163,22498,2020,24399,17.84679289026275,崇左,217
2021,崇左,9890000.0,47336.0,251.0,13.908,13.441,-3.357779695139479,6.615561517822917,27530,2021,22498,-7.791302922250912,崇左,217
2019,巴中,7540000.0,22716.0,366.0,37.926,51.288,35.231767125454816,11.803549319026017,17931,2019,18176,0.14876852719158082,巴中,239
2020,巴中,7670000.0,27951.0,364.0,51.288,64.65,26.052877866167545,35.231767125454816,20521,2020,17931,-1.347931338028169,巴中,239
2021,巴中,7430000.0,27510.0,362.0,64.65,60.85,-5.877803557617948,26.052877866167545,17485,2021,20521,14.444258546651051,巴中,239
2019,巴彦淖尔,8750000.0,51722.0,174.0,16.589,14.364,-13.412502260534076,5.575001591039264,19793,2019,22039,-0.5190936174054347,巴彦淖尔,33
2020,巴彦淖尔,8740000.0,56614.0,173.0,14.364,12.971,-9.697855750487333,-13.412502260534076,20943,2020,19793,-10.191025001134353,巴彦淖尔,33
2021,巴彦淖尔,9830000.0,64144.0,172.0,12.971,12.491,-3.700562793924913,-9.697855750487333,18232,2021,20943,5.810134896175415,巴彦淖尔,33
2019,常州,74010000.0,156390.0,385.0,64.6,67.158,3.959752321981435,-5.447732794707427,114348,2019,90743,3.5843521340593356,常州,79
2020,常州,78050000.0,147939.0,386.5,67.158,64.97,-3.257988623842286,3.959752321981435,97021,2020,114348,26.01302579813319,常州,79
2021,常州,88080000.0,165724.0,388.0,64.97,66.1,1.739264275819602,-3.257988623842286,79064,2021,97021,-15.152866687655228,常州,79
2019,常德,36240000.0,62493.0,604.0,47.269,44.209,-6.473587340540302,9.093217014009088,35534,2019,35799,-6.002363135092556,常德,177
2020,常德,37500000.0,70496.0,598.0,44.209,44.083,-0.2850098396254264,-6.473587340540302,36813,2020,35534,-0.7402441408977904,常德,177
2021,常德,40540000.0,77118.0,592.0,44.083,42.437,-3.7338656625002855,-0.2850098396254264,83994,2021,36813,3.5993696178308094,常德,177
2019,平凉,4570000.0,21514.0,234.0,16.226,17.509,7.907062738814257,0.4705882352941208,17649,2019,15953,-2.9091351713225,平凉,283
2020,平凉,4760000.0,25623.0,233.0,17.509,17.381,-0.7310526015192194,7.907062738814257,21519,2020,17649,10.631229235880399,平凉,283
2021,平凉,5540000.0,30192.0,232.0,17.381,16.701,-3.912318048443701,-0.7310526015192194,16164,2021,21519,21.927587965323813,平凉,283
2019,平顶山,23730000.0,47201.0,570.0,49.569,47.837,-3.4941193084387403,0.7070152983482784,44758,2019,46887,1.4518781374415786,平顶山,148
2020,平顶山,24560000.0,49379.0,570.0,47.837,47.473,-0.7609172816021161,-3.4941193084387403,51780,2020,44758,-4.540704246379593,平顶山,148
2021,平顶山,26940000.0,54122.0,570.0,47.473,45.807,-3.5093632169864906,-0.7609172816021161,74354,2021,51780,15.688815407301487,平顶山,148
2019,广元,9420000.0,35262.0,299.0,18.029,16.548,-8.214543235897729,4.9051553590131505,20897,2019,19491,-1.9222060081517636,广元,227
2020,广元,10080000.0,43337.0,297.0,16.548,17.032,2.9248247522359305,-8.214543235897729,20463,2020,20897,7.213585757529116,广元,227
2021,广元,11160000.0,48638.0,295.0,17.032,17.515,2.8358384217942727,2.9248247522359305,19147,2021,20463,-2.0768531368138965,广元,227
2019,广安,12500000.0,38522.0,459.0,33.744,103.447,206.56412991939308,2.4905843761389876,22679,2019,22754,13.582588728597814,广安,231
2020,广安,13010000.0,40073.0,456.0,103.447,173.15,67.38039769157153,206.56412991939308,23234,2020,22679,-0.3296123758460051,广安,231
2021,广安,14180000.0,43558.0,453.0,173.15,171.18,-1.1377418423332364,67.38039769157153,23308,2021,23234,2.44719784822964,广安,231
2019,广州,236290000.0,156427.0,954.0,400.218,419.364,4.7838927784357415,14.792410618250667,398964,2019,331095,6.550835266896013,广州,187
2020,广州,250190000.0,135047.0,983.0,419.364,426.938,1.8060682366631404,4.7838927784357415,419141,2020,398964,20.49834639604947,广州,187
2021,广州,282320000.0,150366.0,1012.0,426.938,424.904,-0.47641577934032386,1.8060682366631404,319601,2021,419141,5.0573485326996925,广州,187
2019,庆阳,7430000.0,32690.0,270.0,17.655,17.748,0.5267629566694986,8.91425046267736,19045,2019,22937,6.455954701568737,庆阳,282
2020,庆阳,7550000.0,34593.0,270.0,17.748,17.721,-0.15212981744422482,0.5267629566694986,22216,2020,19045,-16.968217290840126,庆阳,282
2021,庆阳,8850000.0,40810.0,270.0,17.721,17.405,-1.7831950792844589,-0.15212981744422482,19128,2021,22216,16.650039380414807,庆阳,282
2019,廊坊,31960000.0,65512.0,483.0,39.077,39.168,0.23287355733551982,-1.7993114366848468,91284,2019,74535,22.154481537932053,廊坊,13
2020,廊坊,33010000.0,60989.0,488.5,39.168,46.377,18.40533088235295,0.23287355733551982,89111,2020,91284,22.471322197625277,廊坊,13
2021,廊坊,35530000.0,64460.0,494.0,46.377,41.432,-10.662612933134959,18.40533088235295,87969,2021,89111,-2.3804828885675473,廊坊,13
2019,延安,16640000.0,73703.0,234.0,34.846,33.691,-3.3145841703495207,13.541870316063848,42251,2019,43708,10.70361177245327,延安,265
2020,延安,16010000.0,69934.0,233.5,33.691,34.35,1.9560119913329936,-3.3145841703495207,39875,2020,42251,-3.333485860711998,延安,265
2021,延安,20050000.0,88127.0,233.0,34.35,34.251,-0.28820960698691045,1.9560119913329936,29330,2021,39875,-5.623535537620411,延安,265
2019,开封,23640000.0,51733.0,561.0,37.519,37.355,-0.4371118633225872,-3.930455267066123,46301,2019,51023,17.014494083111643,开封,146
2020,开封,23720000.0,49166.0,563.0,37.355,34.048,-8.852897871770834,-0.4371118633225872,57141,2020,46301,-9.25464986378692,开封,146
2021,开封,25570000.0,53173.0,565.0,34.048,33.313,-2.158717105263156,-8.852897871770834,90540,2021,57141,23.412021338631995,开封,146
2019,张家口,15510000.0,35025.0,465.0,35.395,34.732,-1.8731459245656272,8.613600098195661,53867,2019,51512,14.96674552515288,张家口,10
2020,张家口,16000000.0,38637.0,461.5,34.732,34.161,-1.6440170448001785,-1.8731459245656272,47371,2020,53867,4.571750271781332,张家口,10
2021,张家口,17280000.0,42049.0,458.0,34.161,33.41,-2.19841339539242,-1.6440170448001785,43858,2021,47371,-12.059331316019083,张家口,10
2019,张家界,5520000.0,35767.0,169.0,9.888,9.323,-5.71399676375404,16.962384669978697,12136,2019,13217,-4.043850733265573,张家界,176
2020,张家界,5560000.0,36708.0,168.5,9.323,9.164,-1.7054596160034396,-5.71399676375404,18936,2020,12136,-8.178860558371793,张家界,176
2021,张家界,5800000.0,38333.0,168.0,9.164,8.904,-2.8371890004364886,-1.7054596160034396,15440,2021,18936,56.03164139749506,张家界,176
2019,张掖,4490000.0,36314.0,131.0,10.603,11.5,8.459869848156185,2.6129875157263096,11884,2019,11975,-12.763167480148613,张掖,280
2020,张掖,4670000.0,41177.0,131.0,11.5,11.273,-1.9739130434782637,8.459869848156185,14129,2020,11884,-0.7599164926931107,张掖,280
2021,张掖,5260000.0,46726.0,131.0,11.273,11.68,3.6103965226647743,-1.9739130434782637,15375,2021,14129,18.890945809491754,张掖,280
2019,徐州,71510000.0,81138.0,1042.0,74.205,74.77,0.7614042180446031,-15.056434442180459,280963,2019,154312,-1.942568104264499,徐州,70
2020,徐州,73200000.0,80673.0,1038.5,74.77,77.611,3.7996522669519974,0.7614042180446031,162203,2020,280963,82.07462802633626,徐州,70
2021,徐州,81170000.0,89634.0,1035.0,77.611,78.929,1.6982128821945313,3.7996522669519974,121280,2021,162203,-42.26891085303047,徐州,70
2019,德州,30220000.0,52295.0,599.0,41.068,40.741,-0.796240381805781,-15.255566331689401,93426,2019,65747,9.205215513661656,德州,132
2020,德州,30790000.0,54872.0,597.5,40.741,41.937,2.935617682432925,-0.796240381805781,76589,2020,93426,42.09925928179232,德州,132
2021,德州,34890000.0,62223.0,596.0,41.937,42.011,0.17645515892888183,2.935617682432925,69376,2021,76589,-18.021749834093292,德州,132
2019,德阳,23360000.0,65745.0,384.0,28.907,28.749,-0.5465804130487468,-6.661285114627055,31370,2019,27203,6.565597210796412,德阳,229
2020,德阳,24040000.0,69443.0,382.5,28.749,28.656,-0.3234895126787018,-0.5465804130487468,29390,2020,31370,15.31816343785612,德阳,229
2021,德阳,26570000.0,76824.0,381.0,28.656,28.601,-0.1919318816303731,-0.3234895126787018,26756,2021,29390,-6.3117628307299976,德阳,229
2019,忻州,10020000.0,31573.0,307.0,23.942,25.035,4.565199231476067,2.255061074570764,27885,2019,28520,8.054860953246951,忻州,23
2020,忻州,10350000.0,35294.0,306.0,25.035,24.991,-0.1757539444777331,4.565199231476067,27606,2020,27885,-2.226507713884993,忻州,23
2021,忻州,13440000.0,50290.0,305.0,24.991,25.71,2.877035732863836,-0.1757539444777331,62845,2021,27606,-1.0005379236148466,忻州,23
2019,怀化,16170000.0,32453.0,524.0,27.776,28.332,2.001728110599082,9.608934138352861,32756,2019,31579,2.0850843731816124,怀化,185
2020,怀化,16720000.0,36365.0,521.5,28.332,25.971,-8.333333333333336,2.001728110599082,30844,2020,32756,3.7271604547325756,怀化,185
2021,怀化,18180000.0,39767.0,519.0,25.971,29.678,14.273612875900046,-8.333333333333336,63694,2021,30844,-5.837098546831115,怀化,185
2019,惠州,41770000.0,86043.0,390.0,100.614,103.018,2.3893295167670465,5.765854786658116,74138,2019,80208,4.748472026328162,惠州,197
2020,惠州,42210000.0,70191.0,398.0,103.018,105.407,2.3190122114581877,2.3893295167670465,86572,2020,74138,-7.567823658487931,惠州,197
2021,惠州,49770000.0,82113.0,406.0,105.407,104.371,-0.9828569260106078,2.3190122114581877,100928,2021,86572,16.771426259138362,惠州,197
2019,成都,170130000.0,103386.0,1500.0,269.101,269.141,0.01486430745334297,-0.05905073163484804,358489,2019,341747,20.148151794064084,成都,226
2020,成都,177170000.0,85679.0,1528.0,269.141,269.131,-0.003715524576355051,0.01486430745334297,437001,2020,358489,4.89894571130105,成都,226
2021,成都,199170000.0,94622.0,1556.0,269.131,269.134,0.0011146987898245637,-0.003715524576355051,431922,2021,437001,21.90081146143954,成都,226
2019,扬州,58500000.0,128856.0,457.0,85.81,86.854,1.2166414170842523,-11.594411934393793,114747,2019,66526,-14.355600756980829,扬州,75
2020,扬州,60480000.0,132784.0,454.5,86.854,87.497,0.7403228406291025,1.2166414170842523,65237,2020,114747,72.484442172985,扬州,75
2021,扬州,66960000.0,146562.0,452.0,87.497,86.221,-1.4583357143673454,0.7403228406291025,74971,2021,65237,-43.1470975276042,扬州,75
2019,承德,14710000.0,41080.0,383.0,27.092,27.36,0.9892219105270954,1.4947739107631115,37214,2019,42256,6.868993424380375,承德,11
2020,承德,15500000.0,46119.0,381.0,27.36,26.019,-4.9013157894736885,0.9892219105270954,37528,2020,37214,-11.932033320711852,承德,11
2021,承德,16970000.0,50749.0,379.0,26.019,26.409,1.4989046466044067,-4.9013157894736885,39596,2021,37528,0.8437684742301284,承德,11
2019,抚州,15110000.0,37272.0,433.0,34.421,36.552,6.190988059614771,5.430654251408956,38623,2019,41091,19.297990941818604,抚州,126
2020,抚州,15730000.0,43305.0,432.0,36.552,36.693,0.38575180564674505,6.190988059614771,42299,2020,38623,-6.006181402253534,抚州,126
2021,抚州,17950000.0,49885.0,431.0,36.693,37.999,3.559261984574727,0.38575180564674505,58745,2021,42299,9.517644926598141,抚州,126
2019,抚顺,8470000.0,41382.0,207.0,21.079,20.142,-4.445182409032692,-2.2219129789405287,21703,2019,20697,19.899200556134865,抚顺,38
2020,抚顺,8280000.0,44137.0,204.0,20.142,19.887,-1.2660113196306177,-4.445182409032692,22136,2020,21703,4.8606078175581,抚顺,38
2021,抚顺,8700000.0,47338.0,201.0,19.887,19.249,-3.208125911399415,-1.2660113196306177,19843,2021,22136,1.9951158825968758,抚顺,38
2019,拉萨,6180000.0,86750.0,56.0,18.886,17.36,-8.080059303187545,-35.94274666757114,17289,2019,17272,-9.608540925266903,拉萨,258
2020,拉萨,6780000.0,79391.0,57.0,17.36,18.041,3.9228110599078394,-8.080059303187545,20906,2020,17289,0.09842519685039369,拉萨,258
2021,拉萨,7420000.0,85210.0,58.0,18.041,17.275,-4.245884374480361,3.9228110599078394,14280,2021,20906,20.920816704262826,拉萨,258
2019,揭阳,21020000.0,34471.0,707.0,23.186,26.077,12.468731130854833,-23.840494021810535,26699,2019,26130,-6.911293195582473,揭阳,195
2020,揭阳,21020000.0,37495.0,710.0,26.077,26.646,2.1819994631284234,12.468731130854833,29552,2020,26699,2.1775736701109834,揭阳,195
2021,揭阳,22650000.0,40470.0,713.0,26.646,24.976,-6.267357201831425,2.1819994631284234,40116,2021,29552,10.685793475411064,揭阳,195
2019,攀枝花,10100000.0,82460.0,108.0,28.434,40.583,42.72701695153688,-0.9164721050980873,14003,2019,14868,16.969553929667217,攀枝花,238
2020,攀枝花,10410000.0,85806.0,108.0,40.583,52.731,29.93371608801716,42.72701695153688,14713,2020,14003,-5.817863868711326,攀枝花,238
2021,攀枝花,11340000.0,93406.0,108.0,52.731,64.88,23.03957823671084,29.93371608801716,12135,2021,14713,5.070342069556523,攀枝花,238
2019,新乡,29180000.0,50277.0,664.0,47.648,46.269,-2.8941403626595132,-8.35865676808862,11251,2019,11815,25.878968676752613,新乡,151
2020,新乡,30140000.0,48229.0,666.0,46.269,45.0,-2.7426570706088276,-2.8941403626595132,13708,2020,11251,-4.773592890393568,新乡,151
2021,新乡,32330000.0,52028.0,668.0,45.0,43.369,-3.624444444444445,-2.7426570706088276,17296,2021,13708,21.83805883921429,新乡,151
